id,date,wp1,wp2,wp3,wp4,wp5,wp6,wp7
2049,2011052909,0.0,0.095,0.287,0.0,0.44,0.0,0.0
2050,2011052910,0.0,0.254,0.287,0.006,0.106,0.0,0.0
2051,2011052911,0.0,0.005,0.257,0.022,0.106,0.013,0.0
2052,2011052912,0.0,0.005,0.257,0.028,0.106,0.013,0.0
2053,2011052913,0.0,0.005,0.257,0.028,0.076,0.013,0.0
2054,2011052914,0.0,0.0,0.82,0.028,0.0,0.092,0.0
2055,2011052915,0.005,0.032,0.277,0.028,0.0,0.0,0.0
2056,2011052916,0.005,0.032,0.277,0.028,0.0,0.039,0.0
2057,2011052917,0.005,0.079,0.277,0.0,0.0,0.066,0.0
2058,2011052918,0.005,0.111,0.484,0.0,0.278,0.0,0.0
2059,2011052919,0.005,0.116,0.237,0.0,0.278,0.0,0.0
2060,2011052920,0.005,0.106,0.237,0.0,0.278,0.0,0.0
2061,2011052921,0.0,0.106,0.741,0.0,0.162,0.0,0.0
2062,2011052922,0.0,0.106,0.741,0.0,0.162,0.0,0.0
2063,2011052923,0.0,0.053,0.741,0.0,0.162,0.0,0.0
2064,2011053000,0.0,0.011,0.435,0.0,0.046,0.039,0.0
2065,2011053113,0.01,0.037,0.899,0.0,0.121,0.0,0.0
2066,2011053114,0.005,0.249,0.899,0.0,0.142,0.0,0.0
2067,2011053115,0.045,0.249,0.237,0.0,0.131,0.0,0.0
2068,2011053116,0.0,0.249,0.237,0.0,0.056,0.026,0.0
2069,2011053117,0.586,0.042,0.366,0.0,0.056,0.066,0.0
2070,2011053118,0.586,0.021,0.366,0.0,0.319,0.026,0.0
2071,2011053119,0.586,0.021,0.366,0.017,0.319,0.026,0.0
2072,2011053120,0.17,0.021,0.553,0.028,0.076,0.184,0.0
2073,2011053121,0.17,0.159,0.504,0.149,0.03,0.237,0.0
2074,2011053122,0.08,0.275,0.504,0.154,0.03,0.237,0.051
2075,2011053123,0.185,0.005,0.504,0.154,0.03,0.105,0.051
2076,2011060100,0.506,0.217,0.385,0.033,0.126,0.053,0.051
2077,2011060101,0.05,0.069,0.385,0.033,0.516,0.0,0.025
2078,2011060102,0.115,0.069,0.543,0.0,0.516,0.039,0.025
2079,2011060103,0.115,0.069,0.543,0.0,0.875,0.013,0.126
2080,2011060104,0.115,0.037,0.543,0.441,0.561,0.079,0.051
2081,2011060105,0.06,0.037,0.543,0.138,0.339,0.0,0.126
2082,2011060106,0.005,0.037,0.543,0.0,0.339,0.0,0.227
2083,2011060107,0.005,0.037,0.385,0.0,0.202,0.0,0.051
2084,2011060108,0.04,0.037,0.385,0.121,0.192,0.224,0.051
2085,2011060109,0.17,0.037,0.0,0.083,0.192,0.066,0.0
2086,2011060110,0.16,0.259,0.0,0.066,0.369,0.079,0.0
2087,2011060111,0.286,0.206,0.0,0.017,0.182,0.079,0.253
2088,2011060112,0.346,0.206,0.287,0.0,0.738,0.197,0.051
2089,2011060113,0.396,0.206,0.287,0.061,0.738,0.079,0.051
2090,2011060114,0.251,0.206,0.287,0.061,0.844,0.158,0.076
2091,2011060115,0.321,0.111,0.287,0.033,0.844,0.158,0.076
2092,2011060116,0.276,0.354,0.287,0.209,0.844,0.158,0.177
2093,2011060117,0.516,0.45,0.237,0.298,0.844,0.158,0.48
2094,2011060118,0.762,0.153,0.237,0.11,0.905,0.145,0.48
2095,2011060119,0.762,0.153,0.543,0.601,0.935,0.092,0.581
2096,2011060120,0.707,0.175,0.543,0.716,0.935,0.711,0.429
2097,2011060121,0.421,0.249,0.909,0.325,0.935,0.039,0.379
2098,2011060122,0.421,0.238,0.494,0.556,0.935,0.039,0.126
2099,2011060123,0.722,0.238,0.425,0.49,0.935,0.039,0.126
2100,2011060200,0.732,0.042,0.889,0.689,0.04,0.395,0.429
2101,2011060201,0.647,0.042,0.791,0.375,0.95,0.776,0.126
2102,2011060202,0.697,0.143,0.791,0.375,0.95,0.947,0.48
2103,2011060203,0.752,0.275,0.791,0.375,0.95,0.342,0.657
2104,2011060204,0.752,0.275,0.791,0.215,0.758,0.0,0.606
2105,2011060205,0.732,0.127,0.731,0.215,0.672,0.737,0.455
2106,2011060206,0.271,0.095,0.731,0.044,0.672,0.368,0.581
2107,2011060207,0.271,0.095,0.958,0.358,0.945,0.421,0.48
2108,2011060208,0.732,0.095,0.958,0.358,0.945,0.579,0.303
2109,2011060209,0.732,0.095,0.958,0.358,0.966,0.566,0.379
2110,2011060210,0.807,0.095,0.958,0.854,0.966,0.684,0.303
2111,2011060211,0.807,0.095,0.277,0.854,0.966,0.842,0.758
2112,2011060212,0.717,0.095,0.247,0.854,0.966,0.303,0.758
2113,2011060401,0.757,0.095,0.277,0.948,0.92,0.842,0.581
2114,2011060402,0.757,0.095,0.257,0.948,0.92,0.842,0.732
2115,2011060403,0.777,0.095,0.208,0.793,0.92,0.303,0.732
2116,2011060404,0.732,0.095,0.405,0.358,0.672,0.566,0.379
2117,2011060405,0.732,0.095,0.198,0.358,0.794,0.737,0.379
2118,2011060406,0.697,0.095,0.178,0.358,0.758,0.579,0.379
2119,2011060407,0.271,0.127,0.148,0.0,0.758,0.421,0.48
2120,2011060408,0.18,0.275,0.287,0.738,0.758,0.368,0.581
2121,2011060409,0.18,0.275,0.128,0.452,0.758,0.382,0.076
2122,2011060410,0.18,0.36,0.119,0.452,0.758,0.868,0.455
2123,2011060411,0.391,0.36,0.069,0.452,0.758,0.0,0.177
2124,2011060412,0.707,0.016,0.079,0.292,0.733,0.0,0.177
2125,2011060413,0.707,0.302,0.168,0.292,0.288,0.013,0.48
2126,2011060414,0.707,0.302,0.168,0.397,0.359,0.013,0.48
2127,2011060415,0.707,0.434,0.148,0.474,0.359,0.855,0.303
2128,2011060416,0.366,0.063,0.148,0.242,0.374,0.158,0.051
2129,2011060417,0.366,0.063,0.148,0.242,0.0,0.711,0.051
2130,2011060418,0.752,0.063,0.128,0.518,0.404,0.711,0.025
2131,2011060419,0.752,0.196,0.227,0.518,0.202,0.039,0.025
2132,2011060420,0.707,0.074,0.277,0.518,0.622,0.039,0.0
2133,2011060421,0.747,0.249,0.277,0.59,0.415,0.039,0.379
2134,2011060422,0.782,0.249,0.277,0.59,0.349,0.711,0.429
2135,2011060423,0.261,0.249,0.277,0.573,0.349,0.263,0.202
2136,2011060500,0.175,0.466,0.375,0.127,0.187,0.395,0.278
2137,2011060501,0.211,0.148,0.375,0.16,0.278,0.395,0.429
2138,2011060502,0.211,0.148,0.089,0.358,0.521,0.395,0.429
2139,2011060503,0.627,0.444,0.711,0.154,0.597,0.395,0.303
2140,2011060504,0.165,0.444,0.711,0.0,0.137,0.395,0.076
2141,2011060505,0.165,0.444,0.711,0.782,0.121,0.395,0.076
2142,2011060506,0.165,0.021,0.208,0.028,0.278,0.066,0.076
2143,2011060507,0.361,0.159,0.208,0.006,0.308,0.092,0.0
2144,2011060508,0.195,0.159,0.385,0.275,0.308,0.197,0.051
2145,2011060509,0.195,0.011,0.01,0.044,0.324,0.145,0.051
2146,2011060510,0.17,0.011,0.158,0.336,0.324,0.145,0.051
2147,2011060511,0.351,0.011,0.02,0.028,0.086,0.145,0.051
2148,2011060512,0.351,0.005,0.049,0.0,0.005,0.0,0.025
2149,2011060513,0.221,0.005,0.0,0.0,0.005,0.013,0.0
2150,2011060514,0.1,0.0,0.04,0.006,0.01,0.026,0.101
2151,2011060515,0.326,0.026,0.02,0.0,0.137,0.132,0.025
2152,2011060516,0.07,0.175,0.089,0.0,0.131,0.132,0.025
2153,2011060517,0.005,0.021,0.089,0.0,0.101,0.013,0.025
2154,2011060518,0.125,0.021,0.958,0.044,0.005,0.316,0.227
2155,2011060519,0.095,0.021,0.01,0.0,0.03,0.316,0.227
2156,2011060520,0.045,0.021,0.03,0.0,0.01,0.066,0.051
2157,2011060521,0.366,0.042,0.03,0.0,0.182,0.092,0.051
2158,2011060522,0.206,0.106,0.049,0.0,0.051,0.079,0.051
2159,2011060523,0.206,0.106,0.049,0.0,0.051,0.066,0.0
2160,2011060600,0.025,0.005,0.03,0.0,0.025,0.013,0.0
2161,2011060713,0.06,0.249,0.03,0.0,0.025,0.0,0.0
2162,2011060714,0.06,0.249,0.03,0.0,0.025,0.0,0.0
2163,2011060715,0.06,0.249,0.0,0.0,0.025,0.066,0.0
2164,2011060716,0.06,0.032,0.069,0.138,0.051,0.105,0.0
2165,2011060717,0.06,0.111,0.069,0.138,0.051,0.105,0.152
2166,2011060718,0.226,0.111,0.069,0.0,0.051,0.118,0.101
2167,2011060719,0.0,0.111,0.069,0.0,0.051,0.0,0.101
2168,2011060720,0.366,0.111,0.069,0.0,0.051,0.053,0.101
2169,2011060721,0.366,0.079,0.069,0.0,0.051,0.066,0.202
2170,2011060722,0.366,0.037,0.069,0.0,0.051,0.066,0.051
2171,2011060723,0.366,0.037,0.069,0.0,0.051,0.066,0.051
2172,2011060800,0.12,0.063,0.0,0.0,0.01,0.079,0.076
2173,2011060801,0.12,0.095,0.0,0.0,0.01,0.053,0.076
2174,2011060802,0.115,0.095,0.0,0.0,0.01,0.053,0.0
2175,2011060803,0.115,0.058,0.0,0.039,0.0,0.013,0.0
2176,2011060804,0.115,0.005,0.0,0.242,0.01,0.013,0.0
2177,2011060805,0.115,0.164,0.0,0.242,0.01,0.013,0.0
2178,2011060806,0.226,0.164,0.0,0.0,0.01,0.013,0.0
2179,2011060807,0.05,0.095,0.0,0.099,0.01,0.013,0.0
2180,2011060808,0.05,0.016,0.0,0.099,0.01,0.013,0.0
2181,2011060809,0.015,0.122,0.0,0.006,0.005,0.013,0.025
2182,2011060810,0.015,0.122,0.0,0.006,0.066,0.013,0.051
2183,2011060811,0.015,0.048,0.494,0.006,0.066,0.079,0.051
2184,2011060812,0.02,0.048,0.0,0.022,0.066,0.013,0.025
2185,2011060813,0.08,0.048,0.0,0.0,0.076,0.013,0.025
2186,2011060814,0.08,0.074,0.0,0.105,0.005,0.0,0.025
2187,2011060815,0.155,0.074,0.178,0.0,0.081,0.0,0.025
2188,2011060816,0.155,0.074,0.178,0.0,0.061,0.0,0.101
2189,2011060817,0.095,0.243,0.178,0.055,0.046,0.0,0.101
2190,2011060818,0.095,0.243,0.178,0.066,0.071,0.105,0.152
2191,2011060819,0.281,0.132,0.178,0.066,0.071,0.132,0.152
2192,2011060820,0.281,0.852,0.178,0.066,0.066,0.132,0.152
2193,2011060821,0.281,0.063,0.158,0.066,0.066,0.132,0.152
2194,2011060822,0.281,0.063,0.158,0.088,0.066,0.092,0.152
2195,2011060823,0.401,0.063,0.158,0.088,0.091,0.132,0.152
2196,2011060900,0.15,0.175,0.791,0.088,0.106,0.105,0.025
2197,2011060901,0.15,0.175,0.791,0.044,0.106,0.105,0.025
2198,2011060902,0.346,0.175,0.791,0.044,0.106,0.105,0.0
2199,2011060903,0.346,0.175,0.791,0.309,0.0,0.105,0.126
2200,2011060904,0.155,0.233,0.791,0.309,0.212,0.105,0.0
2201,2011060905,0.155,0.233,0.791,0.309,0.212,0.105,0.0
2202,2011060906,0.135,0.233,0.0,0.121,0.096,0.013,0.051
2203,2011060907,0.135,0.249,0.0,0.121,0.162,0.0,0.177
2204,2011060908,0.135,0.243,0.0,0.121,0.106,0.0,0.177
2205,2011060909,0.236,0.243,0.0,0.05,0.106,0.0,0.177
2206,2011060910,0.231,0.243,0.0,0.044,0.106,0.0,0.177
2207,2011060911,0.401,0.243,0.0,0.044,0.152,0.0,0.227
2208,2011060912,0.231,0.259,0.0,0.077,0.152,0.145,0.025
2209,2011061101,0.276,0.09,0.01,0.176,0.177,0.145,0.025
2210,2011061102,0.276,0.243,0.01,0.0,0.177,0.145,0.025
2211,2011061103,0.276,0.169,0.0,0.0,0.288,0.145,0.025
2212,2011061104,0.276,0.169,0.0,0.0,0.288,0.145,0.025
2213,2011061105,0.02,0.169,0.0,0.0,0.288,0.145,0.025
2214,2011061106,0.02,0.111,0.0,0.0,0.005,0.145,0.025
2215,2011061107,0.02,0.111,0.0,0.165,0.774,0.145,0.025
2216,2011061108,0.286,0.111,0.0,0.165,0.167,0.145,0.025
2217,2011061109,0.286,0.153,0.0,0.165,0.162,0.145,0.025
2218,2011061110,0.286,0.153,0.0,0.165,0.172,0.145,0.025
2219,2011061111,0.236,0.153,0.0,0.066,0.207,0.145,0.177
2220,2011061112,0.236,0.196,0.0,0.066,0.207,0.145,0.177
2221,2011061113,0.311,0.016,0.0,0.143,0.207,0.145,0.177
2222,2011061114,0.256,0.016,0.0,0.143,0.147,0.145,0.177
2223,2011061115,0.256,0.016,0.0,0.0,0.147,0.145,0.177
2224,2011061116,0.145,0.016,0.158,0.0,0.147,0.145,0.455
2225,2011061117,0.065,0.016,0.04,0.0,0.147,0.145,0.455
2226,2011061118,0.0,0.016,0.277,0.0,0.147,0.092,0.455
2227,2011061119,0.0,0.016,0.188,0.27,0.147,0.092,0.455
2228,2011061120,0.0,0.365,0.04,0.27,0.207,0.092,0.455
2229,2011061121,0.486,0.365,0.04,0.27,0.293,0.092,0.379
2230,2011061122,0.486,0.365,0.04,0.27,0.465,0.092,0.379
2231,2011061123,0.486,0.365,0.04,0.27,0.465,0.224,0.379
2232,2011061200,0.376,0.143,0.01,0.0,0.0,0.145,0.177
2233,2011061201,0.03,0.143,0.0,0.0,0.0,0.145,0.177
2234,2011061202,0.03,0.143,0.0,0.375,0.379,0.145,0.177
2235,2011061203,0.03,0.143,0.0,0.375,0.379,0.184,0.177
2236,2011061204,0.03,0.143,0.0,0.375,0.379,0.039,0.177
2237,2011061205,0.03,0.0,0.0,0.375,0.051,0.039,0.177
2238,2011061206,0.135,0.344,0.0,0.209,0.01,0.039,0.101
2239,2011061207,0.135,0.344,0.0,0.209,0.01,0.039,0.101
2240,2011061208,0.135,0.344,0.0,0.209,0.035,0.039,0.101
2241,2011061209,0.135,0.455,0.01,0.209,0.035,0.092,0.076
2242,2011061210,0.135,0.238,0.01,0.204,0.035,0.092,0.076
2243,2011061211,0.135,0.238,0.01,0.275,0.101,0.197,0.076
2244,2011061212,0.135,0.238,0.01,0.193,0.091,0.197,0.0
2245,2011061213,0.135,0.238,0.01,0.193,0.091,0.197,0.076
2246,2011061214,0.135,0.238,0.0,0.193,0.03,0.487,0.076
2247,2011061215,0.135,0.111,0.0,0.193,0.03,0.487,0.076
2248,2011061216,0.777,0.058,0.0,0.209,0.03,0.487,0.0
2249,2011061217,0.777,0.222,0.0,0.044,0.051,0.487,0.025
2250,2011061218,0.777,0.222,0.504,0.044,0.111,0.118,0.025
2251,2011061219,0.777,0.196,0.099,0.044,0.253,0.118,0.076
2252,2011061220,0.777,0.074,0.099,0.044,0.222,0.118,0.076
2253,2011061221,0.19,0.074,0.109,0.198,0.238,0.118,0.076
2254,2011061222,0.19,0.185,0.089,0.022,0.238,0.118,0.076
2255,2011061223,0.19,0.349,0.089,0.022,0.708,0.237,0.076
2256,2011061300,0.155,0.085,0.138,0.446,0.597,0.211,0.328
2257,2011061413,0.165,0.0,0.04,0.22,0.238,0.079,0.076
2258,2011061414,0.301,0.175,0.158,0.22,0.222,0.487,0.076
2259,2011061415,0.301,0.111,0.03,0.22,0.111,0.303,0.076
2260,2011061416,0.301,0.302,0.03,0.22,0.051,0.132,0.177
2261,2011061417,0.301,0.249,0.0,0.22,0.03,0.132,0.152
2262,2011061418,0.301,0.09,0.128,0.22,0.091,0.132,0.152
2263,2011061419,0.381,0.127,0.128,0.22,0.384,0.132,0.253
2264,2011061420,0.381,0.127,0.128,0.22,0.415,0.132,0.253
2265,2011061421,0.381,0.64,0.247,0.22,0.652,0.132,0.253
2266,2011061422,0.381,0.312,0.188,0.22,0.652,0.132,0.253
2267,2011061423,0.08,0.312,0.553,0.22,0.652,0.132,0.253
2268,2011061500,0.065,0.164,0.208,0.931,0.222,0.013,0.051
2269,2011061501,0.065,0.079,0.208,0.931,0.0,0.079,0.0
2270,2011061502,0.065,0.519,0.711,0.931,0.0,0.079,0.202
2271,2011061503,0.07,0.074,0.049,0.931,0.0,0.079,0.429
2272,2011061504,0.07,0.074,0.049,0.0,0.228,0.053,0.429
2273,2011061505,0.496,0.042,0.346,0.948,0.324,0.053,0.429
2274,2011061506,0.12,0.0,0.346,0.22,0.324,0.053,0.177
2275,2011061507,0.12,0.0,0.138,0.22,0.324,0.053,0.631
2276,2011061508,0.18,0.582,0.138,0.0,0.324,0.053,0.631
2277,2011061509,0.145,0.196,0.346,0.0,0.298,0.053,0.253
2278,2011061510,0.145,0.032,0.781,0.0,0.172,0.434,0.253
2279,2011061511,0.145,0.45,0.395,0.0,0.157,0.105,0.253
2280,2011061512,0.311,0.45,0.395,0.0,0.005,0.105,0.581
2281,2011061513,0.311,0.026,0.395,0.099,0.005,0.184,0.581
2282,2011061514,0.256,0.026,0.395,0.099,0.02,0.184,0.581
2283,2011061515,0.256,0.095,0.138,0.099,0.647,0.158,0.152
2284,2011061516,0.256,0.101,0.0,0.099,0.647,0.105,0.051
2285,2011061517,0.366,0.476,0.099,0.099,0.096,0.105,0.429
2286,2011061518,0.0,0.402,0.099,0.099,0.071,0.395,0.429
2287,2011061519,0.0,0.0,0.099,0.094,0.157,0.395,0.051
2288,2011061520,0.0,0.0,0.099,0.094,0.157,0.395,0.429
2289,2011061521,0.0,0.0,0.099,0.094,0.157,0.395,0.581
2290,2011061522,0.0,0.011,0.148,0.094,0.111,0.395,0.581
2291,2011061523,0.0,0.011,0.148,0.094,0.111,0.395,0.581
2292,2011061600,0.321,0.243,0.435,0.198,0.121,0.066,0.455
2293,2011061601,0.321,0.243,0.504,0.237,0.0,0.066,0.455
2294,2011061602,0.336,0.243,0.504,0.237,0.0,0.079,0.278
2295,2011061603,0.336,0.243,0.504,0.237,0.42,0.092,0.328
2296,2011061604,0.336,0.19,0.346,0.0,0.42,0.092,0.682
2297,2011061605,0.145,0.127,0.346,0.314,0.42,0.053,0.682
2298,2011061606,0.1,0.127,0.346,0.479,0.42,0.053,0.682
2299,2011061607,0.1,0.127,0.316,0.287,0.42,0.053,0.455
2300,2011061608,0.195,0.249,0.158,0.287,0.025,0.355,0.278
2301,2011061609,0.195,0.259,0.158,0.287,0.056,0.355,0.328
2302,2011061610,0.195,0.259,0.158,0.314,0.04,0.355,0.808
2303,2011061611,0.17,0.185,0.158,0.017,0.04,0.355,0.253
2304,2011061612,0.441,0.429,0.158,0.11,0.025,0.145,0.657
2305,2011061801,0.09,0.185,0.346,0.358,0.03,0.145,0.202
2306,2011061802,0.09,0.185,0.346,0.358,0.03,0.632,0.379
2307,2011061803,0.09,0.185,0.346,0.683,0.03,0.658,0.0
2308,2011061804,0.09,0.185,0.346,0.683,0.03,0.579,0.0
2309,2011061805,0.09,0.185,0.346,0.683,0.131,0.671,0.0
2310,2011061806,0.09,0.185,0.346,0.683,0.005,0.605,0.0
2311,2011061807,0.03,0.185,0.158,0.287,0.005,0.0,0.354
2312,2011061808,0.03,0.185,0.158,0.287,0.005,0.0,0.354
2313,2011061809,0.03,0.185,0.158,0.287,0.005,0.0,0.354
2314,2011061810,0.095,0.159,0.158,0.567,0.157,0.0,0.0
2315,2011061811,0.095,0.159,0.158,0.567,0.157,0.342,0.328
2316,2011061812,0.095,0.429,0.494,0.567,0.066,0.342,0.455
2317,2011061813,0.095,0.058,0.494,0.342,0.061,0.118,0.101
2318,2011061814,0.095,0.048,0.059,0.342,0.061,0.118,0.101
2319,2011061815,0.095,0.693,0.059,0.055,0.061,0.118,0.101
2320,2011061816,0.095,0.693,0.059,0.055,0.051,0.066,0.808
2321,2011061817,0.075,0.243,0.059,0.055,0.111,0.066,0.227
2322,2011061818,0.075,0.243,0.059,0.011,0.111,0.026,0.227
2323,2011061819,0.075,0.333,0.791,0.011,0.111,0.026,0.227
2324,2011061820,0.18,0.333,0.791,0.0,0.01,0.026,0.227
2325,2011061821,0.08,0.333,0.791,0.0,0.01,0.026,0.0
2326,2011061822,0.08,0.333,0.791,0.0,0.01,0.026,0.0
2327,2011061823,0.08,0.333,0.791,0.0,0.01,0.066,0.0
2328,2011061900,0.19,0.27,0.188,0.832,0.025,0.171,0.025
2329,2011061901,0.19,0.27,0.296,0.832,0.025,0.171,0.025
2330,2011061902,0.19,0.27,0.296,0.275,0.025,0.118,0.025
2331,2011061903,0.12,0.021,0.296,0.275,0.076,0.066,0.025
2332,2011061904,0.12,0.021,0.01,0.275,0.061,0.079,0.025
2333,2011061905,0.12,0.021,0.01,0.275,0.0,0.079,0.101
2334,2011061906,0.12,0.0,0.356,0.523,0.0,0.066,0.202
2335,2011061907,0.13,0.048,0.306,0.061,0.167,0.066,0.076
2336,2011061908,0.04,0.048,0.01,0.072,0.071,0.066,0.303
2337,2011061909,0.04,0.048,0.01,0.072,0.071,0.066,0.429
2338,2011061910,0.236,0.048,0.109,0.072,0.071,0.132,0.202
2339,2011061911,0.336,0.048,0.089,0.0,0.03,0.132,0.202
2340,2011061912,0.105,0.048,0.227,0.0,0.005,0.079,0.202
2341,2011061913,0.296,0.048,0.227,0.0,0.005,0.0,0.177
2342,2011061914,0.296,0.0,0.109,0.0,0.005,0.0,0.227
2343,2011061915,0.095,0.0,0.109,0.0,0.0,0.026,0.0
2344,2011061916,0.065,0.0,0.109,0.0,0.106,0.026,0.0
2345,2011061917,0.115,0.0,0.04,0.11,0.106,0.039,0.0
2346,2011061918,0.055,0.005,0.277,0.11,0.005,0.039,0.0
2347,2011061919,0.055,0.005,0.306,0.11,0.005,0.039,0.0
2348,2011061920,0.055,0.09,0.296,0.11,0.0,0.039,0.0
2349,2011061921,0.055,0.037,0.494,0.11,0.0,0.118,0.0
2350,2011061922,0.06,0.037,0.079,0.11,0.0,0.118,0.025
2351,2011061923,0.06,0.037,0.593,0.011,0.0,0.053,0.051
2352,2011062000,0.01,0.0,0.593,0.088,0.0,0.0,0.0
2353,2011062113,0.01,0.0,0.227,0.0,0.0,0.105,0.0
2354,2011062114,0.015,0.0,0.158,0.0,0.0,0.276,0.0
2355,2011062115,0.015,0.0,0.109,0.0,0.0,0.289,0.0
2356,2011062116,0.0,0.0,0.109,0.0,0.005,0.289,0.0
2357,2011062117,0.0,0.0,0.217,0.0,0.005,0.026,0.0
2358,2011062118,0.0,0.005,0.385,0.0,0.106,0.0,0.0
2359,2011062119,0.0,0.005,0.385,0.0,0.121,0.013,0.0
2360,2011062120,0.0,0.005,0.208,0.0,0.121,0.039,0.0
2361,2011062121,0.521,0.153,0.208,0.0,0.01,0.039,0.025
2362,2011062122,0.276,0.0,0.208,0.0,0.313,0.592,0.303
2363,2011062123,0.276,0.0,0.208,0.529,0.313,0.0,0.303
2364,2011062200,0.055,0.127,0.119,0.292,0.076,0.092,0.0
2365,2011062201,0.12,0.127,0.543,0.292,0.071,0.382,0.025
2366,2011062202,0.12,0.016,0.543,0.292,0.0,0.382,0.354
2367,2011062203,0.12,0.016,0.543,0.193,0.0,0.145,0.0
2368,2011062204,0.12,0.048,0.731,0.193,0.061,0.066,0.379
2369,2011062205,0.12,0.048,0.731,0.193,0.076,0.132,0.379
2370,2011062206,0.356,0.048,0.731,0.959,0.222,0.132,0.379
2371,2011062207,0.04,0.048,0.731,0.0,0.222,0.316,0.379
2372,2011062208,0.266,0.048,0.879,0.0,0.222,0.421,0.429
2373,2011062209,0.266,0.0,0.879,0.0,0.222,0.105,0.328
2374,2011062210,0.266,0.0,0.879,0.0,0.222,0.105,0.278
2375,2011062211,0.306,0.0,0.346,0.0,0.02,0.132,0.606
2376,2011062212,0.306,0.016,0.385,0.0,0.066,0.092,0.328
2377,2011062213,0.311,0.0,0.296,0.154,0.076,0.145,0.025
2378,2011062214,0.311,0.0,0.296,0.0,0.076,0.145,0.025
2379,2011062215,0.311,0.058,0.296,0.7,0.081,0.197,0.328
2380,2011062216,0.311,0.058,0.296,0.7,0.081,0.276,0.328
2381,2011062217,0.271,0.333,0.494,0.072,0.081,0.316,0.328
2382,2011062218,0.14,0.333,0.306,0.072,0.157,0.461,0.076
2383,2011062219,0.441,0.333,0.306,0.072,0.157,0.737,0.126
2384,2011062220,0.1,0.333,0.306,0.072,0.157,0.816,0.152
2385,2011062221,0.1,0.333,0.306,0.072,0.172,0.579,0.227
2386,2011062222,0.321,0.333,0.306,0.0,0.086,0.013,0.606
2387,2011062223,0.321,0.333,0.306,0.0,0.086,0.053,0.278
2388,2011062300,0.807,0.201,0.287,0.292,0.121,0.592,0.227
2389,2011062301,0.175,0.175,0.573,0.43,0.0,0.724,0.429
2390,2011062302,0.175,0.175,0.514,0.43,0.0,0.382,0.429
2391,2011062303,0.175,0.291,0.86,0.694,0.42,0.618,0.429
2392,2011062304,0.501,0.291,0.86,0.54,0.42,0.618,0.429
2393,2011062305,0.501,0.291,0.504,0.54,0.025,0.855,0.278
2394,2011062306,0.501,0.291,0.504,0.54,0.025,0.855,0.833
2395,2011062307,0.501,0.159,0.504,0.837,0.01,0.855,0.833
2396,2011062308,0.241,0.159,0.504,0.821,0.101,0.658,0.177
2397,2011062309,0.241,0.159,0.455,0.264,0.101,0.658,0.177
2398,2011062310,0.717,0.185,0.909,0.309,0.248,0.329,0.177
2399,2011062311,0.617,0.185,0.909,0.474,0.248,0.329,0.202
2400,2011062312,0.221,0.429,0.909,0.479,0.131,0.329,0.278
2401,2011062501,0.456,0.185,0.702,0.375,0.131,0.329,0.631
2402,2011062502,0.501,0.185,0.86,0.386,0.056,0.329,0.202
2403,2011062503,0.501,0.185,0.86,0.49,0.056,0.329,0.833
2404,2011062504,0.501,0.159,0.86,0.54,0.056,0.855,0.833
2405,2011062505,0.501,0.159,0.504,0.54,0.056,0.855,0.833
2406,2011062506,0.09,0.159,0.395,0.623,0.056,0.855,0.833
2407,2011062507,0.09,0.159,0.346,0.821,0.056,0.342,0.152
2408,2011062508,0.321,0.0,0.257,0.039,0.101,0.342,0.051
2409,2011062509,0.09,0.0,0.257,0.006,0.101,0.342,0.076
2410,2011062510,0.206,0.0,0.257,0.006,0.248,0.342,0.076
2411,2011062511,0.07,0.0,0.257,0.391,0.248,0.342,0.076
2412,2011062512,0.13,0.0,0.257,0.358,0.248,0.855,0.076
2413,2011062513,0.075,0.746,0.059,0.479,0.248,0.487,0.076
2414,2011062514,0.652,0.0,0.296,0.479,0.035,0.487,0.581
2415,2011062515,0.316,0.0,0.237,0.017,0.202,0.039,0.303
2416,2011062516,0.326,0.0,0.237,0.017,0.202,0.039,0.303
2417,2011062517,0.06,0.0,0.237,0.017,0.202,0.5,0.303
2418,2011062518,0.06,0.0,0.04,0.303,0.142,0.605,0.126
2419,2011062519,0.115,0.0,0.455,0.193,0.142,0.487,0.48
2420,2011062520,0.591,0.122,0.791,0.044,0.121,0.539,0.48
2421,2011062521,0.546,0.122,0.791,0.204,0.096,0.434,0.48
2422,2011062522,0.286,0.122,0.791,0.22,0.096,0.342,0.278
2423,2011062523,0.075,0.122,0.178,0.22,0.096,0.066,0.278
2424,2011062600,0.065,0.085,0.316,0.43,0.121,0.053,0.227
2425,2011062601,0.065,0.09,0.227,0.43,0.04,0.053,0.227
2426,2011062602,0.231,0.09,0.188,0.358,0.04,0.053,0.227
2427,2011062603,0.195,0.09,0.188,0.011,0.03,0.053,0.227
2428,2011062604,0.195,0.0,0.366,0.011,0.03,0.053,0.025
2429,2011062605,0.105,0.021,0.128,0.105,0.03,0.092,0.328
2430,2011062606,0.105,0.0,0.603,0.331,0.03,0.158,0.0
2431,2011062607,0.0,0.016,0.089,0.331,0.03,0.158,0.0
2432,2011062608,0.0,0.016,0.188,0.331,0.03,0.026,0.354
2433,2011062609,0.0,0.0,0.138,0.331,0.03,0.026,0.354
2434,2011062610,0.0,0.0,0.346,0.033,0.303,0.171,0.354
2435,2011062611,0.0,0.0,0.079,0.22,0.303,0.224,0.354
2436,2011062612,0.05,0.074,0.188,0.22,0.303,0.224,0.53
